policy,Group,Code,Question,quant_indicator,qual_answer,english_version,Answer3,Comment on coding
USA_19,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_19,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_19,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_19,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_19,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,1,"Scholarship in the Engagement context is a reciprocal partnership with the community, involving mutually beneficial exchange of knowledge the creation, delivery and assessment of timely, unbiased, educational materials and programs that address relevant, critical and emerging issues. It should empower people in ways that result in desired outcomes, informed decisions and/or improved quality of life. Note: Extension/Engagement scholarship emanating from a highly integrated research/Extension program is particularly noteworthy.","Scholarship in the Engagement context is a reciprocal partnership with the community, involving mutually beneficial exchange of knowledge the creation, delivery and assessment of timely, unbiased, educational materials and programs that address relevant, critical and emerging issues. It should empower people in ways that result in desired outcomes, informed decisions and/or improved quality of life. Note: Extension/Engagement scholarship emanating from a highly integrated research/Extension program is particularly noteworthy.",NA,NA
USA_19,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,1,"Evidence of impact on policy (for example, being called to testify in legislative bodies or consulting work) is also important.","Evidence of impact on policy (for example, being called to testify in legislative bodies or consulting work) is also important.",NA,NA
USA_19,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
USA_19,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_19,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_19,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_19,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,"In some fields, journal impact factors may indicate quality or at least may be suggestive of the potential for a piece of scholarship to generate impact","In some fields, journal impact factors may indicate quality or at least may be suggestive of the potential for a piece of scholarship to generate impact",NA,NA
USA_19,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",1,"Citations, republication in excerpts and other evidence of enduring and widespread relevance may also indicate scholarly impact.","Citations, republication in excerpts and other evidence of enduring and widespread relevance may also indicate scholarly impact.",NA,NA
USA_19,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_19,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",1,"For example, in many fields, peer-reviewed publications tend to receive greater weight than those that were not peer-reviewed. the focus of review should be on the impact of the individual’s discovery activities rather than the numbers of such activities.","For example, in many fields, peer-reviewed publications tend to receive greater weight than those that were not peer-reviewed. the focus of review should be on the impact of the individual’s discovery activities rather than the numbers of such activities.",NA,NA
USA_19,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
USA_19,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",1,"Commitment to active and responsive mentorship, as well as an active role in mentoring, advising and supporting the academic success of students and postdoctoral scientists, will also be documented as part of the process that defines tenure and promotion. Administrative functions, committee service, special program management, contributions to staff development, leadership in community affairs, participation in scholarly and professional societies, membership on review panels, other peer reviewing activities (manuscript reviews), invited lectures, consultation to government agencies, are additional examples of the recognition of expertise and stature in the field and are professorial roles worthy of appropriate recognition.","Commitment to active and responsive mentorship, as well as an active role in mentoring, advising and supporting the academic success of students and postdoctoral scientists, will also be documented as part of the process that defines tenure and promotion. Administrative functions, committee service, special program management, contributions to staff development, leadership in community affairs, participation in scholarly and professional societies, membership on review panels, other peer reviewing activities (manuscript reviews), invited lectures, consultation to government agencies, are additional examples of the recognition of expertise and stature in the field and are professorial roles worthy of appropriate recognition.",NA,NA
USA_19,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
USA_2,Metadata,PolicyDate,When did the policy come into effect?,20180701,NA,NA,NA,NA
USA_2,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",professor,NA,NA,NA,NA
USA_2,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,NA,NA,NA,NA
USA_2,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_2,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_2,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_2,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_2,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
USA_2,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
USA_2,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
USA_2,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_2,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_2,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_2,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
USA_2,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
USA_2,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_2,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
USA_2,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
